t,deltaS
351,-0.1653
352,0.7877
353,1.906
354,1.102
355,0.3668
356,0.214
357,-0.8076
358,0.3761
359,0.1689
360,0.2679
361,-1.062
362,-1.273
363,2.035
364,0.7427
365,0.2482
366,0.3711
367,-0.2009
368,1.857
369,-0.1319
370,0.6295
371,-0.4569
372,-0.3178
373,-0.432
374,1.039
375,-0.7534
376,0.8005
377,-0.3865
378,-0.1167
379,0.6729
380,0.03931
381,0.64
382,0.5766
383,-1.187
384,1.671
385,-0.4706
386,0.2217
387,-0.3061
388,0.2723
389,-0.3032
390,-0.4155
391,0.03244
392,1.183
393,-0.9359
394,1.356
395,0.3489
396,-0.4027
397,0.925
398,1.283
399,0.1877
400,0.6515
401,0.6442
402,0.5416
403,0.5136
404,0.1394
405,0.2761
406,0.9565
407,0.5679
408,-0.6096
409,-0.2787
410,0.247
411,-0.53
412,1.084
413,0.2634
414,-0.06641
415,-0.1444
416,-0.2159
417,-0.5073
418,-0.008152
419,0.1228
420,-0.2003
421,0.955
422,-0.3038
423,-0.2964
424,-0.393
425,-1.302
426,0.4047
427,0.8469
428,-0.3793
429,-0.1117
430,0.6576
431,-0.0105
432,-1.172
433,-0.4585
434,0.4074
435,0.1071
436,0.2298
437,1.266
438,1.001
439,0.4027
440,0.5073
441,0.02287
442,-0.5938
443,-0.3865
444,-0.02338
445,0.3369
446,-0.2556
447,-0.3638
448,-0.379
449,0.09351
450,-0.252
451,0.7874
452,-0.3317
453,1.328
454,0.309
455,-0.7973
456,1.467
457,-0.1961
458,-0.2524
459,-0.2375
460,-0.5595
461,0.09821
462,0.437
463,0.232
464,-0.4378
465,0.3292
466,0.75
467,1.533
468,-0.3609
469,-0.01592
470,1.063
471,0.5386
472,-0.188
473,-0.08677
474,0.9541
475,-0.08552
476,0.07017
477,0.946
478,0.528
479,1.047
480,0.7025
481,0.3288
482,-0.2035
483,0.9821
484,0.5135
485,-0.3914
486,0.9421
487,-1.316
488,0.5059
489,1.699
490,0.7006
491,0.1718
492,0.622
493,1.043
494,-0.3255
495,1.498
496,-0.01928
497,0.1253
498,-0.1583
499,0.35
500,0.2286
501,-0.2413
502,0.6484
503,0.5063
504,-0.02297
505,0.4254
506,1.962
507,0.08333
508,1.207
509,0.07815
510,0.06747
511,-0.9079
512,0.7602
513,0.7088
514,-0.5241
515,-0.7644
516,0.1111
517,0.4201
518,-0.3968
519,-0.5461
520,0.4657
521,0.906
522,0.3597
523,0.5943
524,-1.235
525,0.2258
526,-0.1728
527,0.3522
528,-0.9031
529,-0.256
530,0.2519
531,0.6867
532,0.2835
533,1.5
534,-0.206
535,0.2261
536,-0.08416
537,-0.5921
538,0.8674
539,0.9015
540,-0.7142
541,0.1873
542,-0.3788
543,0.1249
544,-0.1845
545,0.3975
546,0.05427
547,-0.7622
548,0.7476
549,-0.3766
550,-0.6946
551,-0.8116
552,0.3571
553,0.1466
554,-0.2888
555,-0.4401
556,-0.5735
557,-0.008346
558,-0.04898
559,0.8657
560,-0.2833
561,-0.9332
562,0.3398
563,-1.026
564,1.957
565,0.5275
566,-1.521
567,0.6376
568,-0.4978
569,-1.402
570,-0.2948
571,0.3239
572,0.01748
573,-0.008215
574,-1.069
575,-0.3306
576,0.5986
577,-0.7202
578,0.3926
579,0.6396
580,-0.1861
581,0.6053
582,1.208
583,1.139
584,0.4811
585,0.1912
586,-0.1474
587,-0.1346
588,0.275
589,0.02589
590,0.0005442
591,-0.06303
592,0.9663
593,0.436
594,0.6407
595,1.847
596,-0.1747
597,-0.03237
598,0.2388
599,-0.6181
600,0.08368
601,0.6453
602,0.9815
603,1.521
604,-0.1311
605,-0.07424
606,0.5378
607,-0.5855
608,0.5785
609,0.4692
610,-0.6214
611,0.2134
612,-0.5475
613,-1.207
614,0.757
615,-0.2643
616,-0.08159
617,-1.014
618,1.276
619,-0.3769
620,0.2122
621,-0.3211
622,-0.4851
623,0.5017
624,0.4897
625,0.4535
626,0.5272
627,-1.125
628,0.4103
629,0.6599
630,0.6259
631,-0.8423
632,1.114
633,0.2612
634,1.578
635,-0.1565
636,1.216
637,1.028
638,-0.9268
639,0.8213
640,0.454
641,0.4061
642,1.25
643,0.7694
644,-0.3662
645,-0.2011
646,0.5726
647,-0.4475
648,0.4483
649,0.07952
650,-1.441
651,0.02376
652,0.7366
653,0.1109
654,-0.3425
655,0.658
656,-0.2028
657,-0.754
658,0.4747
659,0.1014
660,0.7371
661,0.151
662,0.0806
663,0.07616
664,0.4099
665,0.05546
666,-1.017
667,0.5209
668,0.4796
669,0.5199
670,-0.6591
671,-0.8256
672,-0.1675
673,0.1497
674,0.3076
675,-0.007746
676,0.9076
677,-0.0653
678,-0.7657
679,0.5173
680,0.1997
681,0.1908
682,-0.1034
683,0.1347
684,-0.3271
685,1.832
686,0.5892
687,1.407
688,0.08919
689,0.7351
690,1.43
691,-0.01779
692,0.8031
693,-1.672
694,0.5769
695,-0.2404
696,0.4712
697,-0.3015
698,1.551
699,-0.7768
700,0.5502
701,1.321
702,1.909
703,0.7713
704,-0.008131
705,0.5987
706,0.2464
707,-0.1552
708,0.699
709,0.9226
710,0.2261
711,-0.6117
712,-0.1956
713,0.2137
714,-0.1586
715,0.4633
716,-0.3958
717,0.7397
718,-0.3204
719,1.224
720,-0.3082
721,1.164
722,-0.1126
723,0.9656
724,-0.967
725,1.211
726,-0.4118
727,0.2955
728,0.3225
729,0.3598
730,-0.238
731,0.1899
732,-1.827
733,0.187
734,0.95
735,1.603
736,0.4602
737,-0.0375
738,0.5244
739,0.8666
740,0.2432
741,0.5975
742,2.03
743,-0.5201
744,-0.3774
745,0.1568
746,1.249
747,0.4687
748,-0.03508
749,-0.1005
750,0.1038
751,-0.5412
752,0.237
753,0.8794
754,-0.4692
755,1.304
756,0.1564
757,0.363
758,0.3292
759,0.2224
760,-0.3271
761,0.693
762,1.543
763,-0.628
764,0.6326
765,0.001328
766,0.009397
767,0.2656
768,1.136
769,0.4904
770,-0.182
771,0.5001
772,0.4427
773,0.09448
774,1.8
775,1.097
776,1.193
777,1.208
778,-0.6474
779,0.5301
780,-0.5045
781,-0.7378
782,-1.448
783,0.03776
784,-1.188
785,1.622
786,-0.6343
787,0.09614
788,-0.6984
789,0.209
790,-1.021
791,-0.8284
792,0.5477
793,0.5278
794,0.477
795,0.7277
796,-0.3581
797,0.9093
798,-0.6566
799,-0.9858
800,0.4623
801,-0.1335
802,-0.182
803,1.215
804,-0.3581
805,0.5759
806,-0.08545
807,0.1017
808,-0.7066
809,0.6464
810,0.9639
811,0.4437
812,0.2195
813,1.147
814,0.385
815,1.047
816,-0.7477
817,-0.4143
818,-0.6133
819,-0.06574
820,-1.064
821,0.2217
822,-0.3766
823,1.124
824,0.3802
825,1.338
826,-0.2799
827,0.2091
828,0.4834
829,-0.06601
830,-0.9876
831,1.934
832,-0.2394
833,-0.1617
834,0.02664
835,0.8927
836,0.272
837,0.02294
838,0.00818
839,0.3271
840,0.8985
841,0.8099
842,-1.152
843,-0.0623
844,1.027
845,0.4456
846,0.2757
847,-1.32
848,1.013
849,-0.1859
850,-0.2822
851,-0.7235
852,0.5668
853,0.05772
854,-0.5158
855,-0.3009
856,-0.01339
857,1.826
858,-1.119
859,0.8506
860,0.0995
861,-0.01063
862,-0.05034
863,0.9563
864,0.04319
865,1.12
866,0.1744
867,-0.03028
868,1.157
869,0.4054
870,-0.4453
871,0.3614
872,0.6325
873,0.7754
874,-0.4769
875,0.04499
876,0.5132
877,0.7775
878,-0.02177
879,-0.2609
880,0.1728
881,0.8205
882,-0.07658
883,0.1231
884,0.3433
885,0.8039
886,0.1521
887,0.6638
888,0.474
889,-0.445
890,-0.1176
891,-0.283
892,0.6751
893,1.12
894,0.4012
895,1.278
896,0.2389
897,0.3351
898,-0.798
899,1.176
900,0.3925
901,0.5926
902,0.8202
903,1.101
904,-0.15
905,0.3063
906,-0.5218
907,-0.05559
908,-0.5858
909,0.08655
910,-0.18
911,0.3385
912,-0.5625
913,0.2791
914,0.4062
915,0.8922
916,-0.1278
917,0.1811
918,-0.3931
919,0.02411
920,-0.8312
921,0.9447
922,-0.1591
923,0.7803
924,0.8448
925,1.676
926,-0.3166
927,0.3818
928,0.5745
929,-0.2501
930,-0.6277
931,0.8567
932,-0.01889
933,-0.8093
934,-0.6604
935,1.788
936,1.294
937,-0.1454
938,0.305
939,-0.7748
940,0.6333
941,1.57
942,0.1567
943,0.3405
944,1.207
945,0.9754
946,0.1187
947,0.4477
948,-0.1127
949,-0.5761
950,-0.2958
951,0.1214
952,0.683
953,-0.4615
954,0.489
955,-1.143
956,-1.032
957,-0.7925
958,-0.6883
959,0.6331
960,1.184
961,0.08091
962,-0.4115
963,0.02974
964,-0.572
965,0.632
966,0.5446
967,0.2702
968,0.8947
969,0.7853
970,-0.3588
971,0.6567
972,0.5886
973,0.2652
974,-0.9216
975,-0.1938
976,0.4964
977,-0.676
978,-0.2714
979,-0.3029
980,-0.04507
981,0.4327
982,0.2717
983,0.1873
984,-0.07104
985,0.8754
986,0.8902
987,-0.5667
988,-0.7188
989,1.167
990,0.7418
991,0.3994
992,0.4369
993,1.176
994,-0.06094
995,0.3379
996,-0.4377
997,0.03811
998,1.82
999,0.81
1000,0.8759
1001,0.1626
1002,0.334
1003,-0.5802
1004,1.471
1005,0.6878
1006,-0.1297
1007,0.5921
1008,0.8127
1009,1.036
1010,-0.2006
1011,-0.1987
1012,0.1611
1013,0.7215
1014,0.5648
1015,-0.2124
1016,0.6495
1017,-0.7696
1018,-1.727
1019,0.1674
1020,1.105
1021,1.15
1022,-0.7754
1023,0.4554
1024,0.518
1025,-0.2971
1026,1.946
1027,0.2257
1028,0.4483
1029,1.217
1030,-0.1782
1031,-0.2896
1032,0.01085
1033,0.4201
1034,-0.3441
1035,0.3739
1036,-0.02449
1037,0.1866
1038,0.7957
1039,-1.051
1040,-0.1714
1041,0.2471
1042,-0.7347
1043,-0.6047
1044,-0.7141
1045,1.037
1046,0.2193
1047,0.6257
1048,0.3484
1049,0.4013
1050,-0.1122
1051,-0.5206
1052,0.4331
1053,0.2782
1054,0.1239
1055,0.02446
1056,0.6595
1057,0.1238
1058,0.361
1059,-1.111
1060,-0.08253
1061,-0.6407
1062,0.3739
1063,0.5548
1064,1.053
1065,0.03725
1066,0.2752
1067,0.3694
1068,-0.1509
1069,0.6635
1070,-0.9239
1071,-0.5581
1072,-0.4975
1073,-0.6538
1074,0.1293
1075,0.8787
1076,0.09758
1077,0.2945
1078,0.8156
1079,0.677
1080,1.611
1081,1.108
1082,-0.5545
1083,-0.5351
1084,-0.4554
1085,0.1964
1086,-0.05992
1087,-0.1486
1088,0.5612
1089,-0.1467
1090,0.08947
1091,0.09776
1092,0.6248
1093,0.1155
1094,-0.698
1095,0.2548
1096,0.3055
1097,0.5526
1098,0.9351
1099,1.001
1100,-1.261
1101,-1.31
1102,-0.26
1103,0.02291
1104,0.9089
1105,0.5039
1106,-0.3535
1107,1.37
1108,0.4992
1109,-0.04043
1110,-0.5687
1111,0.2573
1112,-0.5134
1113,-0.06591
1114,0.02293
1115,-0.3282
1116,0.4946
1117,0.5401
1118,0.6372
1119,1.216
1120,0.553
1121,-0.708
1122,0.8518
1123,0.5809
1124,0.4859
1125,0.3273
1126,0.9161
1127,1.391
1128,0.7376
1129,0.8209
1130,0.6455
1131,-0.5492
1132,-0.6521
1133,1.384
1134,0.2468
1135,-0.4969
1136,-0.6039
1137,0.857
1138,0.3211
1139,0.8988
1140,0.8277
1141,0.9975
1142,-0.4262
1143,0.7441
1144,0.6989
1145,0.7598
1146,0.3289
1147,-0.2939
1148,-0.6094
1149,0.7159
1150,-1.156
1151,0.924
1152,0.8845
1153,0.03268
1154,0.5143
1155,0.7434
1156,0.5509
1157,0.5873
1158,1.456
1159,0.7515
1160,0.1135
1161,-0.4923
1162,0.2256
1163,-1.506
1164,-0.05259
1165,-0.5891
1166,0.1478
1167,-0.3514
1168,-0.2902
1169,0.5504
1170,-0.1574
1171,0.3489
1172,0.02062
1173,-0.4343
1174,-0.01815
1175,-0.3063
1176,0.9687
1177,0.5589
1178,-0.3406
1179,-0.7544
1180,0.04588
1181,-0.2877
1182,0.8255
1183,-0.1064
1184,-0.7024
1185,-0.6862
1186,1.558
1187,-0.1343
1188,-0.4081
1189,0.3315
1190,-0.2459
1191,-0.2499
1192,-0.5544
1193,0.4724
1194,-0.1366
1195,-0.1898
1196,0.8621
1197,1.382
1198,-0.8787
1199,0.2935
1200,-0.1855
1201,0.262
1202,-0.07066
1203,-0.1387
1204,-1.349
1205,-0.1261
1206,-0.2785
1207,0.6175
1208,0.3259
1209,-0.3223
1210,0.06192
1211,-0.3396
1212,0.3363
1213,-0.1328
1214,0.9577
1215,0.2057
1216,-0.1205
1217,-0.3103
1218,1.116
1219,-0.5789
1220,0.542
1221,-0.2739
1222,0.8117
1223,-0.912
1224,-0.4968
1225,-0.4198
1226,0.4838
1227,-0.8671
1228,0.1312
1229,0.6172
1230,1.811
1231,-0.9489
1232,0.8673
1233,0.05077
1234,-0.4671
1235,0.06969
1236,-0.8509
1237,0.1051
1238,0.08502
1239,-0.05358
1240,1.245
1241,-1.121
1242,0.4288
1243,0.3836
1244,-0.4879
1245,-1.584
1246,0.7669
1247,0.1936
1248,0.9163
1249,1.613
1250,-0.2119
1251,0.9338
1252,0.5187
1253,0.6224
1254,0.1349
1255,0.2613
1256,0.8568
1257,0.8452
1258,-0.4137
1259,-0.9174
1260,0.992
1261,-0.4327
1262,-0.9064
1263,1.369
1264,-0.6568
1265,1.134
1266,0.09865
1267,0.6385
1268,-0.02513
1269,-0.2516
1270,-0.1032
1271,0.8304
1272,0.8832
1273,0.4477
1274,0.8264
1275,0.1413
1276,-0.5323
1277,-0.1257
1278,-1.094
1279,-0.1687
1280,-1.076
1281,0.5185
1282,-0.1464
1283,-1.4
1284,1.005
1285,0.2775
1286,1.518
1287,0.02654
1288,-0.5942
1289,1.559
1290,0.0949
1291,-0.2304
1292,-0.8386
1293,0.2548
1294,0.08022
1295,-0.3453
1296,0.5314
1297,1.638
1298,-0.5764
1299,-0.1557
1300,0.09926
1301,-0.06194
1302,0.3264
1303,-0.1673
1304,1.481
1305,-0.2206
1306,0.7546
1307,0.9072
1308,0.2453
1309,0.409
1310,1.188
1311,-0.1452
1312,0.1794
1313,1.182
1314,1.126
1315,-0.9074
1316,-0.4029
1317,1.846
1318,0.3084
1319,0.9784
1320,0.03462
1321,-1.574
1322,-0.2206
1323,0.1148
1324,0.4187
1325,-0.5116
1326,-0.4225
1327,0.1849
1328,1.287
1329,0.1592
1330,0.178
1331,0.2217
1332,-0.6718
1333,-0.8918
1334,1.137
1335,0.6942
1336,0.6321
1337,-0.3004
1338,-1.337
1339,0.6556
1340,0.2953
1341,0.6001
1342,0.3284
1343,0.5523
1344,-0.3561
1345,-0.3684
1346,1.096
1347,0.6407
1348,0.6226
1349,0.9987
1350,0.2703
1351,0.2092
1352,-0.9433
1353,1.323
1354,-0.01851
1355,0.3474
1356,0.7652
1357,-0.6402
1358,-0.2032
1359,-0.7483
1360,0.4654
1361,0.8426
1362,-0.7152
1363,0.3339
1364,1.006
1365,0.2205
1366,0.2084
1367,0.2387
1368,0.6545
1369,0.8942
1370,1.67
1371,-0.271
1372,0.1915
1373,0.1127
1374,0.811
1375,2.112
1376,2.056
1377,0.582
1378,-0.05612
1379,2.012
1380,-0.4049
1381,0.3738
1382,0.8278
1383,1.022
1384,-0.09562
1385,0.5649
1386,0.5118
1387,0.6598
1388,-0.3993
1389,-0.247
1390,0.6381
1391,0.3945
1392,0.1613
1393,-1.045
1394,-0.4441
1395,-0.2725
1396,-0.9711
1397,0.9011
1398,0.1423
1399,0.6216
1400,1.091
1401,0.1623
1402,-0.1205
1403,0.8071
1404,-0.8394
1405,1.394
1406,0.5236
1407,-0.007023
1408,0.1638
1409,-0.216
1410,0.6498
1411,1.158
1412,0.2875
1413,1.31
1414,-0.7606
1415,0.2889
1416,-0.1839
1417,0.0956
1418,-0.05124
1419,0.757
1420,-0.7823
1421,-0.4793
1422,1.295
1423,0.007374
1424,-0.03857
1425,0.4252
1426,-1.05
1427,0.03533
1428,-0.586
1429,0.5987
1430,-0.6189
1431,0.6597
1432,1.36
1433,0.7832
1434,1.096
1435,0.5824
1436,-0.3404
1437,-0.01664
1438,1.453
1439,-0.3664
1440,0.1503
1441,-0.9949
1442,0.3276
1443,0.1429
1444,1.406
1445,2.176
1446,-1.516
1447,0.2426
1448,0.8082
1449,-1.139
1450,1.38
1451,0.07967
1452,0.1535
1453,0.7061
1454,0.383
1455,-1.298
1456,-0.1515
1457,-0.2058
1458,0.8208
1459,0.009792
1460,0.7209
1461,0.01866
1462,-0.6416
1463,1.092
1464,-0.9551
1465,0.7405
1466,-0.7657
1467,0.963
1468,1.25
1469,0.2067
1470,0.421
1471,0.2579
1472,0.5105
1473,1.223
1474,-0.8973
1475,0.003862
1476,0.2571
1477,0.5928
1478,-0.9159
1479,0.111
1480,0.6877
1481,-0.6787
1482,-0.2349
1483,-0.2475
1484,0.4571
1485,-0.615
1486,0.2676
1487,0.5663
1488,-0.3617
1489,-0.1741
1490,-0.2799
1491,0.9488
1492,0.6496
1493,1.184
1494,-0.1421
1495,-0.3992
1496,-0.2591
1497,0.4055
1498,0.4205
1499,0.5131
1500,0.7757
1501,-0.5306
1502,-0.1395
1503,-0.5886
1504,-0.1739
1505,-0.3512
1506,0.7753
1507,-0.3734
1508,0.2044
1509,-0.2113
1510,0.3191
1511,-1.365
1512,-0.2031
1513,0.9638
1514,1.244
1515,0.1977
1516,-0.8764
1517,-0.1605
1518,-0.334
1519,0.8357
1520,0.5682
1521,-0.4974
1522,0.6655
1523,0.02306
1524,-0.3601
1525,0.5576
1526,0.2748
1527,1.714
1528,-0.07924
1529,-0.07031
1530,-0.5275
1531,-0.9602
1532,1.02
1533,-0.1273
1534,-0.642
1535,-0.08953
1536,0.0743
1537,0.8582
1538,0.3581
1539,0.4736
1540,0.5957
1541,-0.209
1542,-0.198
1543,-0.3913
1544,0.2677
1545,0.46
1546,-0.04729
1547,0.5226
1548,0.4631
1549,0.7812
1550,-0.02978
1551,-0.07556
1552,0.64
1553,-0.4586
1554,0.5935
1555,0.5204
1556,0.5856
1557,-0.5324
1558,0.1621
1559,1.354
1560,-0.02132
1561,0.6874
1562,0.1453
1563,0.8333
1564,-0.268
1565,0.8131
1566,-0.5136
1567,-0.9844
1568,-1.172
1569,0.2563
1570,-0.5616
1571,0.8418
1572,-0.385
1573,-0.6081
1574,0.7017
1575,-0.8117
1576,-0.04949
1577,0.173
1578,-0.9149
1579,0.1187
1580,-0.1608
1581,0.1536
1582,-0.3314
1583,-0.297
1584,-0.02652
1585,-0.3415
1586,1.226
1587,0.361
1588,-0.05215
1589,-0.1544
1590,-0.04805
1591,-0.2624
1592,0.942
1593,-0.9877
1594,-0.1574
1595,-0.5526
1596,-0.2443
1597,0.1133
1598,-0.6917
1599,-0.4543
1600,0.1564
1601,0.3245
1602,-0.01609
1603,-0.3511
1604,0.2123
1605,-0.05923
1606,-0.6519
1607,-0.7752
1608,1.134
1609,0.0173
1610,0.3194
1611,0.2924
1612,0.75
1613,-0.1417
1614,-1.475
1615,-0.2854
1616,-0.9012
1617,0.7536
1618,-0.4178
1619,0.2863
1620,0.8687
1621,-0.2591
1622,-1.089
1623,-0.8726
1624,-0.3774
1625,-0.5229
1626,-0.194
1627,0.6066
1628,0.7017
1629,0.3088
1630,0.7803
1631,-0.1407
1632,1.166
1633,1.324
1634,-0.01167
1635,-0.2031
1636,0.5166
1637,0.7518
1638,1.596
1639,1.182
1640,0.5555
1641,0.2625
1642,-0.5448
1643,0.2406
1644,-0.5588
1645,0.6614
1646,0.1608
1647,0.03304
1648,-0.746
1649,0.3024
1650,1.243
1651,0.8521
1652,-0.3637
1653,-0.1889
1654,0.8573
1655,0.5797
1656,1.23
1657,-0.05141
1658,-0.03418
1659,0.6446
1660,1.184
1661,0.946
1662,0.966
1663,-0.1782
1664,-0.6041
1665,1.251
1666,0.1893
1667,-0.4773
1668,0.181
1669,0.3942
1670,-0.07159
1671,-0.2965
1672,1.418
1673,-0.004073
1674,0.9809
1675,0.09469
1676,-0.5427
1677,-0.5008
1678,-0.09969
1679,0.7894
1680,0.2601
1681,-0.4338
1682,0.5487
1683,1.132
1684,-0.06384
1685,1.034
1686,1.26
1687,0.2314
1688,0.4193
1689,-0.1396
1690,-0.4673
1691,0.08486
1692,1.209
1693,0.1862
1694,0.5246
1695,0.6471
1696,0.223
1697,0.6973
1698,-0.06309
1699,1.104
1700,-1.02
1701,0.9021
1702,0.04096
1703,0.8293
1704,-0.3958
1705,-0.3532
1706,-0.8808
1707,0.3005
1708,0.2605
1709,-1.022
1710,0.04928
1711,0.1153
1712,-0.2955
1713,0.1561
1714,0.7458
1715,0.3914
1716,0.8203
1717,-1.008
1718,-0.44
1719,1.469
1720,0.2659
1721,0.5307
1722,0.668
1723,-0.4342
1724,-0.7447
1725,-0.3732
1726,0.8206
1727,0.7107
1728,-0.4854
1729,0.1129
1730,-1.017
1731,1.026
1732,-0.237
1733,-0.8227
1734,0.6129
1735,-0.2818
1736,0.5579
1737,-0.18
1738,-1.564
1739,0.6437
1740,0.7535
1741,0.004553
1742,0.2819
1743,0.3561
1744,0.4795
1745,1.074
1746,1.353
1747,0.4356
1748,1.211
1749,0.03569
1750,-0.2642
1751,0.2306
1752,0.9936
1753,0.4499
1754,0.4809
1755,0.2112
1756,-0.0322
1757,0.6473
1758,0.05701
1759,-0.1317
1760,-0.6145
1761,0.3525
1762,-1.693
1763,-0.1867
1764,0.2335
1765,-0.02763
1766,0.8727
1767,0.4818
1768,-0.7074
1769,-0.0008643
1770,1.42
1771,-0.6774
1772,0.9274
1773,-1.003
1774,-0.1096
1775,-0.2409
1776,1.144
1777,0.02848
1778,0.4711
1779,0.2525
1780,0.7237
1781,0.9122
1782,0.5904
1783,-1.416
1784,-0.03346
1785,-0.6896
1786,0.4078
1787,1.234
1788,0.08306
1789,-0.06337
1790,0.7257
1791,-0.8064
1792,-0.01804
1793,0.792
1794,1.375
1795,0.4516
1796,0.2413
1797,-0.1013
1798,0.3479
1799,-0.1941
1800,0.7826
1801,-0.2233
1802,-0.4832
1803,1.079
1804,2.056
1805,0.01358
1806,1.33
1807,0.817
1808,1.183
1809,1.03
1810,-0.146
1811,-0.5851
1812,-0.752
1813,-0.7277
1814,-0.3595
1815,-1.049
1816,0.4372
1817,0.1205
1818,1.056
1819,1.127
1820,-0.2736
1821,0.3303
1822,0.8238
1823,0.7298
1824,0.4418
1825,0.6713
1826,0.3706
1827,-0.3649
1828,-0.02137
1829,-0.04505
1830,-0.9116
1831,-0.2892
1832,-0.1143
1833,-0.1795
