t,deltaS
390,9.408
391,9.915
392,10.97
393,5.097
394,4.27
395,3.544
396,3.819
397,6.721
398,4.96
399,9.213
400,11.71
401,12.34
402,10.25
403,17.6
404,12.37
405,1.672
406,9.021
407,11.15
408,11.23
409,4.807
410,11.46
411,16.67
412,8.977
413,6.227
414,5.932
415,6.413
416,12.26
417,10.86
418,5.537
419,4.248
420,4.981
421,14.86
422,2.312
423,8.719
424,5.445
425,-0.3319
426,10.38
427,6.569
428,-2.98
429,16.71
430,4.317
431,3.881
432,6.471
433,9.375
434,5.933
435,8.58
436,14.18
437,8.727
438,7.387
439,14.42
440,12.58
441,8.75
442,5.202
443,13.12
444,0.7807
445,3.746
446,7.897
447,12.7
448,8.574
449,2.218
450,10.79
451,7.726
452,15.82
453,11.43
454,4.868
455,9.56
456,3.932
457,5.577
458,12.27
459,6.988
460,1.702
461,12.88
462,12.09
463,20.96
464,14.11
465,9.916
466,8.231
467,11.89
468,5.557
469,9.963
470,16.11
471,7.098
472,15.59
473,11.66
474,16.29
475,22.52
476,7.245
477,8.332
478,9.849
479,9.687
480,10.3
481,9.085
482,4.532
483,-0.0127
484,7.519
485,9.367
486,6.593
487,6.454
488,-1.979
489,8.673
490,15.82
491,11.83
492,10.35
493,17.3
494,7.99
495,12.34
496,11.64
497,10.05
498,4.727
499,9.86
500,7.974
